CONTENTID,TITLE,ADDR1,ADDR2,AREACODE,FIRSTIMAGE,FIRSTIMAGE2,MAPX,MAPY,SIGUNGUCODE,ZIPCODE,TEL
2580455,[착한가게] 국일식당,전라북도 군산시 평화길 99-4,(죽성동),37,NULL,NULL,126.7166486,35.98616505,2,54027,063-445-2716
1603451,중수원,전라북도 김제시 동서9길 4,NULL,37,NULL,NULL,126.8849495,35.80018358,3,54390,063-542-8013
1604663,갯마을회 일식,전라북도 남원시 향단로 1,NULL,37,NULL,NULL,127.38226,35.4035455,4,55775,063-631-1030
1606227,청해루,전라북도 부안군 변산면 격포로 227,NULL,37,NULL,NULL,126.4736018,35.62177746,6,56337,063-583-8119
1606186,새전주횟집,전라북도 부안군 변산면 변산해변로 12,NULL,37,NULL,NULL,126.4722351,35.62821282,6,56337,063-582-8711
2717157,베르자르당,전라북도 순창군 순창읍 순창로 102-2,NULL,37,http://tong.visitkorea.or.kr/cms/resource/86/2706586_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2706586_image3_1.jpg,127.1425711,35.36528735,7,56049,NULL
2759621,삼례 유성식당,전라북도 완주군 삼례읍 동학로 29,NULL,37,NULL,NULL,127.0745853,35.91037153,8,55342,NULL
1599006,치즈밸리참나무집,전라북도 임실군 성수면 도인2길 36,NULL,37,NULL,NULL,127.3031056,35.63170162,10,55918,063-642-3204
1595221,성미당,전라북도 임실군 임실읍 중동로 16,NULL,37,NULL,NULL,127.2797748,35.61221175,10,55926,063-642-2884
1607534,일미식당,전라북도 장수군 장수읍 준비길 5,(장수읍),37,NULL,NULL,127.5194637,35.64879235,11,55633,063-351-2389
1596302,바다꽃게탕 본점,전라북도 전주시 덕진구 아중1길 13-1,NULL,37,NULL,NULL,127.1709899,35.82884915,12,55023,063-244-4288
1597479,아리랑하우스,전라북도 전주시 덕진구 한배미1길 29,NULL,37,NULL,NULL,127.1654794,35.82360242,12,55030,063-241-9300
1608805,알프스식당,전라북도 정읍시 내장산로 915-16,NULL,37,NULL,NULL,126.9278646,35.49538006,13,56199,063-538-7937
1608666,명인관,전라북도 정읍시 내장산로 941-13,NULL,37,NULL,NULL,126.9296311,35.49328588,13,56199,063-538-8981
1610117,동몽원식당,전라북도 진안군 부귀면 운장로 54-9,NULL,37,NULL,NULL,127.3415297,35.85319657,14,55413,063-433-9618
1610202,초원가든,전라북도 진안군 정천면 석원로 100-17,NULL,37,NULL,NULL,127.4299967,35.8570588,14,55409,063-432-5732
1610166,알프스 산장식당,전라북도 진안군 주천면 동상주천로 1800,NULL,37,NULL,NULL,127.3968769,35.97973315,14,55400,063-432-7024
2756100,오전열한시,제주특별자치도 서귀포시 상예로 248,(상예동),NULL,http://tong.visitkorea.or.kr/cms/resource/70/2756070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2756070_image2_1.jpg,126.3942896,33.26678184,NULL,63534,NULL
2741116,어반정글,제주특별자치도 서귀포시 성산읍 신고로22번길 39,NULL,39,NULL,NULL,126.921204,33.43683536,3,63641,NULL
578311,순덕이네해산물장터,제주특별자치도 서귀포시 성산읍 온평서로 48,NULL,39,http://tong.visitkorea.or.kr/cms/resource/22/1935222_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1935222_image3_1.jpg,126.8966372,33.41227101,3,63633,064-784-0073
2654436,제주뚝배기,제주특별자치도 서귀포시 성산읍 일출로 255,NULL,39,http://tong.visitkorea.or.kr/cms/resource/71/2655471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2655471_image2_1.jpg,126.9330468,33.46124119,3,63643,064-782-1089
2708338,더클리프,제주특별자치도 서귀포시 중문관광로 154-17,(색달동),39,NULL,NULL,126.4156105,33.2450679,3,63535,NULL
2765195,엘리사,제주특별자치도 제주시 애월읍 가문동상2길 28,NULL,39,NULL,NULL,126.3899823,33.48541037,4,63050,NULL
2724107,엔학고레,충청남도 공주시 반포면 불장골길 113-12,NULL,34,NULL,NULL,127.2657802,36.39811361,1,32623,NULL
2769703,구이산,충청남도 공주시 반포면 임금봉길 88-27,NULL,34,NULL,NULL,NULL,NULL,1,32626,NULL
2750709,홈바운드,충청남도 공주시 산성1길 12,(산성동),34,NULL,NULL,127.1255245,36.45741823,1,32555,NULL
2750670,맛깔식당,충청남도 공주시 제민천3길 58,(중동),34,NULL,NULL,127.123497,36.45361307,1,32547,NULL
2713404,우유창고,충청남도 보령시 천북면 홍보로 574,NULL,34,NULL,NULL,126.5270692,36.48820152,5,33402,NULL
2013680,가람,충청북도 제천시 수산면 월악로 2970,NULL,33,http://tong.visitkorea.or.kr/cms/resource/31/2013731_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/31/2013731_image2_1.JPG,NULL,NULL,7,27220,043-651-2264
